potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
-1.0289902749856883,-0.5192125477375189,0.004843169563852796,-2.9341781676538434,-2.9487669784474564,-2.9378298860193905,-2.9449768631293987,-1.036761442898892,-0.5190139855451325,0.004724977050000001,-2.9694896871269933,-2.968282413910923,-2.9678799895055663,-2.9684165553793753
-1.029248776656945,-0.5194170085467782,0.004875693459672533,-2.9347416596254754,-2.9487669784474564,-2.937548633924132,-2.944694845448665,-1.0367691656317661,-0.5190217082780066,0.004724977050000001,-2.9694896871269933,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.0293521773254475,-0.5195873925544945,0.004871627972695067,-2.934647744296869,-2.9482033041308657,-2.937173631130453,-2.9445068336615083,-1.0367691656317661,-0.519037153743755,0.004724977050000001,-2.9694896871269933,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.029300476991196,-0.5194851621498648,0.004871627972695067,-2.934647744296869,-2.9496124899223446,-2.938392390209908,-2.9457289102780226,-1.0367691656317661,-0.5190525992095035,0.004724977050000001,-2.9694896871269933,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.0300242816707148,-0.5198600069668404,0.004924479303402132,-2.9347416596254754,-2.9491427613251844,-2.9380173874162305,-2.9450708690229757,-1.0367691656317661,-0.5190603219423777,0.004724977050000001,-2.969355545658541,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.0291453759884424,-0.5194170085467782,0.0048675624857176004,-2.933896421668028,-2.949706435641776,-2.9382048888130696,-2.945540898490866,-1.0367691656317661,-0.5190680446752519,0.004724977050000001,-2.969355545658541,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.0289902749856883,-0.5193147781421485,0.004859431511762664,-2.933896421668028,-2.948297249850297,-2.9372673818288733,-2.9444128277679296,-1.0367768883646404,-0.5190757674081262,0.004724977050000001,-2.969355545658541,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.0290419753199398,-0.5193147781421485,0.004859431511762664,-2.933896421668028,-2.949330652764049,-2.9380173874162305,-2.945446892597289,-1.0367691656317661,-0.5190680446752519,0.004724977050000001,-2.969355545658541,-2.968148272442471,-2.9678799895055663,-2.9684165553793753
-1.029403877659699,-0.5196214693560377,0.004891955407582398,-2.934272082982449,-2.9483911955697293,-2.937079880432034,-2.9446008395550862,-1.0367691656317661,-0.5190603219423777,0.004724977050000001,-2.969355545658541,-2.968148272442471,-2.9678799895055663,-2.968282413910923
-1.0300759820049659,-0.5198940837683836,0.004924479303402132,-2.93483557495408,-2.9498003813612073,-2.938392390209908,-2.9458229161716005,-1.0367691656317661,-0.5190448764766293,0.004724977050000001,-2.969355545658541,-2.968148272442471,-2.9678799895055663,-2.968282413910923
