potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
-0.24683686218583922,0.04720162199036371,-0.0012024095783583922,0.027582842364366034,-0.01378668770806657,-0.004678670105398464,0.017562094107447912
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027582842364366034,-0.013506262330111873,-0.004678670105398464,0.01765647489671629
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.02786397807137364,-0.013599737456096772,-0.004396454669040484,0.017939617264520535
-0.2467845369511361,0.047167282111493014,-0.0011983455858577945,0.027676554266702347,-0.013506262330111873,-0.004584598293279285,0.01765647489671629
-0.24688918742054233,0.047167282111493014,-0.0011942815933571951,0.027770266169038216,-0.013506262330111873,-0.004584598293279285,0.017562094107447912
-0.24694151265524522,0.04713294223262232,-0.0012024095783583922,0.027770266169038216,-0.013506262330111873,-0.004396454669040484,0.01765647489671629
-0.24683686218583922,0.04720162199036371,-0.0012024095783583922,0.02786397807137364,-0.013506262330111873,-0.004396454669040484,0.017467713318180422
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027582842364366034,-0.013506262330111873,-0.004396454669040484,0.017467713318180422
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027676554266702347,-0.013506262330111873,-0.004678670105398464,0.01765647489671629
-0.24683686218583922,0.04723596186923462,-0.0011983455858577945,0.02786397807137364,-0.013506262330111873,-0.004678670105398464,0.017467713318180422
-0.24683686218583922,0.04723596186923462,-0.0011861536083559998,0.02786397807137364,-0.013506262330111873,-0.004584598293279285,0.017562094107447912
-0.24683686218583922,0.04720162199036371,-0.0012064735708589899,0.027582842364366034,-0.013506262330111873,-0.004396454669040484,0.017562094107447912
-0.24683686218583922,0.04723596186923462,-0.0012024095783583922,0.027676554266702347,-0.013506262330111873,-0.004396454669040484,0.01765647489671629
-0.24683686218583922,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013599737456096772,-0.004490526481159662,0.017467713318180422
-0.24683686218583922,0.047098602353751406,-0.0012024095783583922,0.027582842364366034,-0.01378668770806657,-0.004490526481159662,0.017562094107447912
-0.2467845369511361,0.04723596186923462,-0.0011902176008565975,0.027582842364366034,-0.013412787204127863,-0.004396454669040484,0.017750855685984668
-0.24683686218583922,0.047167282111493014,-0.0012024095783583922,0.027770266169038216,-0.013412787204127863,-0.004678670105398464,0.017750855685984668
-0.24688918742054233,0.047167282111493014,-0.0012024095783583922,0.027676554266702347,-0.013412787204127863,-0.004490526481159662,0.017562094107447912
-0.2467845369511361,0.04723596186923462,-0.0011983455858577945,0.02739541855969385,-0.01378668770806657,-0.004678670105398464,0.01765647489671629
-0.24673221171643345,0.04720162199036371,-0.0012105375633595893,0.02786397807137364,-0.013319312078142964,-0.004490526481159662,0.017562094107447912
-0.2467845369511361,0.04720162199036371,-0.0012024095783583922,0.02786397807137364,-0.013412787204127863,-0.004396454669040484,0.017467713318180422
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027582842364366034,-0.01369321258208167,-0.004490526481159662,0.017467713318180422
-0.24699383788994833,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013506262330111873,-0.004302382856920861,0.017467713318180422
-0.2467845369511361,0.04720162199036371,-0.0012024095783583922,0.027676554266702347,-0.013412787204127863,-0.004490526481159662,0.01765647489671629
-0.24694151265524522,0.04723596186923462,-0.0012064735708589899,0.027582842364366034,-0.013599737456096772,-0.004678670105398464,0.01727895173964411
-0.24694151265524522,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013599737456096772,-0.004396454669040484,0.017750855685984668
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.02786397807137364,-0.01369321258208167,-0.004584598293279285,0.0178452364752526
-0.24683686218583922,0.04723596186923462,-0.0011983455858577945,0.027582842364366034,-0.013599737456096772,-0.004490526481159662,0.01765647489671629
-0.2467845369511361,0.04720162199036371,-0.0012064735708589899,0.027582842364366034,-0.013506262330111873,-0.004678670105398464,0.017467713318180422
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.02786397807137364,-0.013506262330111873,-0.004772741917517198,0.017750855685984668
-0.24688918742054233,0.04720162199036371,-0.0012064735708589899,0.02786397807137364,-0.013506262330111873,-0.004678670105398464,0.017467713318180422
-0.24683686218583922,0.047167282111493014,-0.0012024095783583922,0.027489130462030165,-0.013506262330111873,-0.004396454669040484,0.01765647489671629
-0.24683686218583922,0.04723596186923462,-0.0012024095783583922,0.02786397807137364,-0.013506262330111873,-0.004584598293279285,0.017562094107447912
-0.24657523601232434,0.04720162199036371,-0.0012064735708589899,0.027770266169038216,-0.013506262330111873,-0.004396454669040484,0.01727895173964411
-0.2467845369511361,0.04713294223262232,-0.0012024095783583922,0.027770266169038216,-0.013599737456096772,-0.004584598293279285,0.01727895173964411
-0.2467845369511361,0.04720162199036371,-0.0012024095783583922,0.027957689973709954,-0.01369321258208167,-0.004678670105398464,0.017750855685984668
-0.2467845369511361,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013506262330111873,-0.004490526481159662,0.017467713318180422
-0.2467845369511361,0.04723596186923462,-0.0012024095783583922,0.02786397807137364,-0.013412787204127863,-0.004584598293279285,0.01765647489671629
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013506262330111873,-0.004490526481159662,0.017467713318180422
-0.24694151265524522,0.047167282111493014,-0.0012024095783583922,0.02739541855969385,-0.013412787204127863,-0.004396454669040484,0.01765647489671629
-0.24688918742054233,0.04723596186923462,-0.0012024095783583922,0.02786397807137364,-0.013506262330111873,-0.004490526481159662,0.017467713318180422
-0.24683686218583922,0.047270301748105314,-0.0012105375633595893,0.027957689973709954,-0.013319312078142964,-0.004584598293279285,0.017562094107447912
-0.24683686218583922,0.04723596186923462,-0.0012064735708589899,0.027582842364366034,-0.013599737456096772,-0.004490526481159662,0.01765647489671629
-0.24688918742054233,0.047098602353751406,-0.0012024095783583922,0.02739541855969385,-0.013599737456096772,-0.004490526481159662,0.01765647489671629
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027489130462030165,-0.013599737456096772,-0.004302382856920861,0.017750855685984668
-0.24699383788994833,0.04720162199036371,-0.0012024095783583922,0.027676554266702347,-0.013412787204127863,-0.004490526481159662,0.017562094107447912
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027957689973709954,-0.013412787204127863,-0.004490526481159662,0.017562094107447912
-0.24688918742054233,0.04723596186923462,-0.0011983455858577945,0.027770266169038216,-0.013506262330111873,-0.004490526481159662,0.017467713318180422
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013506262330111873,-0.004490526481159662,0.017467713318180422
-0.24688918742054233,0.047167282111493014,-0.0011902176008565975,0.027770266169038216,-0.013506262330111873,-0.004584598293279285,0.017467713318180422
-0.24688918742054233,0.04723596186923462,-0.0012024095783583922,0.027582842364366034,-0.013599737456096772,-0.004490526481159662,0.017467713318180422
-0.24699383788994833,0.047098602353751406,-0.0012024095783583922,0.027770266169038216,-0.01369321258208167,-0.004584598293279285,0.017467713318180422
-0.24683686218583922,0.04720162199036371,-0.0012024095783583922,0.027770266169038216,-0.013506262330111873,-0.004584598293279285,0.017562094107447912
-0.24683686218583922,0.04720162199036371,-0.0011983455858577945,0.027582842364366034,-0.013506262330111873,-0.004584598293279285,0.017467713318180422
-0.24688918742054233,0.04720162199036371,-0.0012024095783583922,0.027489130462030165,-0.01369321258208167,-0.004584598293279285,0.01727895173964411
-0.24699383788994833,0.04720162199036371,-0.0012024095783583922,0.027582842364366034,-0.013412787204127863,-0.004584598293279285,0.017562094107447912
-0.24688918742054233,0.04720162199036371,-0.0011983455858577945,0.027770266169038216,-0.01369321258208167,-0.004490526481159662,0.017562094107447912
-0.24683686218583922,0.047167282111493014,-0.0011902176008565975,0.027582842364366034,-0.013412787204127863,-0.004772741917517198,0.017467713318180422
