potentiometer0,potentiometer1,potentiometer2,potentiometer3,encoder0,encoder1,encoder2,encoder3
-0.2689441985627279,-0.42318230234551146,0.06950153542521004,-0.8683432896882344,-0.2672055451572019,-0.42185044353015944,0.06933733456,-0.8707021264735424
-0.26901491736399663,-0.42318230234551146,0.06952950295727345,-0.8683432896882344,-0.2672055451572019,-0.42185044353015944,0.06933733456,-0.8707021264735424
-0.2690856361652658,-0.42313623168744896,0.06954814797864906,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.06933733456,-0.8707021264735424
-0.2689441985627279,-0.42322837300357385,0.06954814797864906,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.06933733456,-0.8707021264735424
-0.26901491736399663,-0.42322837300357385,0.06951085793589784,-0.867751922385765,-0.2672055451572019,-0.42185044353015944,0.06933733456,-0.8707021264735424
-0.26901491736399663,-0.42318230234551146,0.06954814797864906,-0.8679669650412085,-0.2672055451572019,-0.42185044353015944,0.06933733456,-0.8707021264735424
-0.2690856361652658,-0.42327444366163647,0.06957611551071247,-0.8679669650412085,-0.2672055451572019,-0.42185044353015944,0.06934090644,-0.8707021264735424
-0.269156354966535,-0.42309016102938657,0.06958543802140027,-0.8680744863689303,-0.2672055451572019,-0.42185044353015944,0.0693480502,-0.8707021264735424
-0.2689441985627279,-0.42304409037132396,0.06962272806415148,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.0693659096,-0.8707021264735424
-0.2690856361652658,-0.42318230234551146,0.0696786631282783,-0.8680744863689303,-0.2672055451572019,-0.42185044353015944,0.06939091275999999,-0.8707021264735424
-0.26901491736399663,-0.42322837300357385,0.0696786631282783,-0.8680744863689303,-0.2672055451572019,-0.42185044353015944,0.06942663156,-0.8707021264735424
-0.26901491736399663,-0.42318230234551146,0.06971595317102952,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.069473066,-0.8707021264735424
-0.2689441985627279,-0.42327444366163647,0.06976256572446854,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.06953021608,-0.8707021264735424
-0.2688734797614587,-0.42313623168744896,0.06977188823515629,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.06960522556,-0.8707021264735424
-0.2689441985627279,-0.42327444366163647,0.06983714580997097,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.06969809444,-0.8707021264735424
-0.2689441985627279,-0.42327444366163647,0.06994901593822461,-0.8680744863689303,-0.2672055451572019,-0.42185044353015944,0.06980882272,-0.8707021264735424
-0.2690856361652658,-0.42332051431969897,0.07000495100235143,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.06994098228,-0.8707021264735424
-0.2689441985627279,-0.42332051431969897,0.07003291853441485,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.070098145,-0.8707021264735424
-0.2688734797614587,-0.42322837300357385,0.07012614364129288,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07028031088,-0.8707021264735424
-0.2690856361652658,-0.42313623168744896,0.07020072372679526,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07049819556,-0.8707021264735424
-0.26901491736399663,-0.42309016102938657,0.07037785142986358,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07074465528,-0.8707021264735424
-0.2688027609601895,-0.42327444366163647,0.0707134618146244,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07103040567999999,-0.8707021264735424
-0.26901491736399663,-0.42322837300357385,0.07110500726351215,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07134473112,-0.8707021264735424
-0.26901491736399663,-0.42327444366163647,0.07148723020171205,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.07164476904,-0.8707021264735424
-0.26901491736399663,-0.42327444366163647,0.0714685851803365,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.0716340534,-0.8707021264735424
-0.26901491736399663,-0.42318230234551146,0.07144061764827309,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.0716340534,-0.8707021264735424
-0.2689441985627279,-0.423412655635824,0.0714592626696487,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2690856361652658,-0.42318230234551146,0.07144994015896083,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.26901491736399663,-0.42332051431969897,0.07144061764827309,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2689441985627279,-0.42318230234551146,0.07144994015896083,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2690856361652658,-0.42327444366163647,0.07144061764827309,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.26901491736399663,-0.42318230234551146,0.07143129513758528,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2690856361652658,-0.42322837300357385,0.07144061764827309,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2690856361652658,-0.42327444366163647,0.07143129513758528,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2688027609601895,-0.42327444366163647,0.07143129513758528,-0.8682357683605126,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2690856361652658,-0.42322837300357385,0.07144061764827309,-0.8682357683605126,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.26901491736399663,-0.42327444366163647,0.07144061764827309,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2692270737678042,-0.42322837300357385,0.07144061764827309,-0.8680744863689303,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.26901491736399663,-0.42327444366163647,0.07142197262689748,-0.8681282470327909,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2688027609601895,-0.42327444366163647,0.07142197262689748,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2689441985627279,-0.42332051431969897,0.07144061764827309,-0.868182007696652,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2688027609601895,-0.42327444366163647,0.07144061764827309,-0.8682357683605126,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
-0.2690856361652658,-0.42332051431969897,0.07144994015896083,-0.8680207257050696,-0.2672055451572019,-0.42185044353015944,0.07163048152,-0.8707021264735424
